EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome2,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1127,50,46-55,No,Travel_Rarely,Sales,3,Marketing,3,Male,3,Manager,3,Married," 19,331","? 19,331",15k+,4,Yes,16,3,27,2,3,1,0,0,0
RM1139,50,46-55,No,Travel_Frequently,Research & Development,5,Medical,2,Male,3,Healthcare Representative,3,Married," 11,245","? 11,245",10k-15k,2,Yes,15,3,32,3,3,30,8,12,13
RM1178,50,46-55,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Female,2,Research Director,1,Divorced," 13,269","? 13,269",10k-15k,5,No,15,3,19,3,3,14,11,1,11
RM132,50,46-55,No,Travel_Frequently,Sales,3,Marketing,3,Female,3,Sales Executive,4,Single," 9,208","? 9,208",5k-10k,4,No,11,3,16,3,3,2,2,2,1
RM166,50,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,Manager,2,Single," 19,926","? 19,926",15k+,3,No,15,3,21,5,3,5,4,4,4
RM184,50,46-55,No,Travel_Rarely,Research & Development,3,Medical,3,Male,2,Laboratory Technician,3,Married," 3,690","? 3,690",Upto 5k,2,No,15,3,5,2,2,3,2,0,2
RM234,50,46-55,No,Travel_Rarely,Sales,4,Medical,4,Female,3,Manager,4,Divorced," 19,517","? 19,517",15k+,3,No,11,3,32,3,2,7,0,0,6
RM280,50,46-55,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,Research Director,2,Divorced," 19,144","? 19,144",15k+,3,No,14,3,28,4,2,10,4,1,6
RM368,50,46-55,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,2,Healthcare Representative,4,Single," 10,496","? 10,496",10k-15k,6,No,15,3,20,2,3,4,3,1,3
RM426,50,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,2,Manager,3,Married," 17,046","? 17,046",15k+,0,No,15,3,28,2,3,27,10,15,7
RM478,50,46-55,No,Travel_Frequently,Human Resources,3,Medical,1,Male,3,Manager,2,Married," 18,200","? 18,200",15k+,1,No,11,3,32,2,3,32,5,10,7
RM524,50,46-55,No,Travel_Rarely,Research & Development,1,Medical,4,Male,4,Laboratory Technician,3,Married," 3,221","? 3,221",Upto 5k,1,Yes,11,3,20,3,3,20,8,3,8
RM540,50,46-55,No,Travel_Rarely,Sales,4,Marketing,4,Male,3,Sales Representative,2,Married," 3,875","? 3,875",Upto 5k,7,No,15,3,4,2,3,2,2,2,2
RM589,50,46-55,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Research Director,3,Married," 17,639","? 17,639",15k+,5,No,16,3,30,3,3,4,3,0,3
RM654,50,46-55,No,Non-Travel,Research & Development,4,Life Sciences,1,Male,3,Manager,1,Divorced," 17,924","? 17,924",15k+,1,No,11,3,31,3,3,31,6,14,7
RM715,50,46-55,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,Research Director,4,Divorced," 17,399","? 17,399",15k+,9,No,22,4,32,1,2,5,4,1,3
RM722,50,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,Manufacturing Director,3,Married," 13,973","? 13,973",10k-15k,3,Yes,18,3,22,2,3,12,11,1,5
RM743,50,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,Laboratory Technician,4,Married," 2,380","? 2,380",Upto 5k,4,No,18,3,8,5,3,1,0,0,0
RM752,50,46-55,No,Non-Travel,Sales,3,Life Sciences,4,Female,3,Sales Executive,3,Married," 6,347","? 6,347",5k-10k,0,No,12,3,19,3,3,18,7,0,13
RM767,50,46-55,No,Travel_Rarely,Research & Development,4,Medical,2,Male,3,Research Director,3,Married," 19,237","? 19,237",15k+,2,Yes,11,3,29,2,2,8,1,7,7
RM868,50,46-55,No,Travel_Frequently,Research & Development,3,Medical,4,Female,3,Manager,1,Married," 17,856","? 17,856",15k+,2,No,22,4,32,3,3,2,2,2,2
RM946,50,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,Research Director,1,Married," 16,880","? 16,880",15k+,4,Yes,11,3,25,2,3,3,2,1,2
RM037,50,46-55,Yes,Travel_Rarely,Sales,2,Marketing,1,Male,2,Sales Representative,3,Married," 2,683","? 2,683",Upto 5k,1,Yes,14,3,3,2,3,3,2,0,2
RM1453,50,46-55,Yes,Travel_Frequently,Sales,4,Life Sciences,2,Male,3,Sales Executive,3,Divorced," 6,728","? 6,728",5k-10k,7,No,12,3,12,3,3,6,3,0,1
RM1462,50,46-55,Yes,Travel_Rarely,Sales,3,Marketing,4,Male,2,Sales Executive,1,Divorced," 10,854","? 10,854",10k-15k,4,Yes,13,3,20,3,3,3,2,2,0
RM529,50,46-55,Yes,Travel_Frequently,Sales,2,Technical Degree,2,Male,3,Sales Executive,3,Married," 6,796","? 6,796",5k-10k,3,Yes,14,3,18,4,3,4,3,1,3
RM802,50,46-55,Yes,Travel_Frequently,Sales,4,Other,4,Male,3,Sales Executive,3,Single," 4,728","? 4,728",Upto 5k,3,Yes,14,3,5,4,3,0,0,0,0
RM002,49,46-55,No,Travel_Frequently,Research & Development,1,Life Sciences,3,Male,2,Research Scientist,2,Married," 5,130","? 5,130",5k-10k,1,No,23,4,10,3,3,10,7,1,7
RM1045,49,46-55,No,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,Healthcare Representative,3,Married," 6,651","? 6,651",5k-10k,2,No,14,3,20,0,2,3,2,1,2
RM1055,49,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,Healthcare Representative,2,Divorced," 10,466","? 10,466",10k-15k,3,No,14,3,29,3,3,8,7,0,7
RM1072,49,46-55,No,Travel_Rarely,Research & Development,2,Medical,3,Female,2,Laboratory Technician,1,Married," 4,789","? 4,789",Upto 5k,4,No,25,4,10,3,3,3,2,1,2
RM1148,49,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,Laboratory Technician,1,Married," 3,211","? 3,211",Upto 5k,1,No,14,3,10,3,2,9,6,1,4
RM1177,49,46-55,No,Travel_Rarely,Research & Development,4,Other,1,Female,3,Research Director,2,Married," 16,413","? 16,413",15k+,3,No,16,3,27,2,3,4,2,1,2
RM1182,49,46-55,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,2,Healthcare Representative,3,Married," 13,966","? 13,966",10k-15k,2,Yes,19,3,30,3,3,15,11,2,12
RM1193,49,46-55,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,Laboratory Technician,1,Divorced," 2,587","? 2,587",Upto 5k,4,Yes,16,3,17,2,2,2,2,2,2
RM1196,49,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,Manager,3,Single," 15,379","? 15,379",15k+,4,No,14,3,23,2,3,8,7,0,0
RM1255,49,46-55,No,Travel_Rarely,Sales,4,Marketing,4,Female,3,Sales Executive,4,Single," 4,507","? 4,507",Upto 5k,3,No,12,3,8,1,4,5,1,0,4
RM130,49,46-55,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,Manufacturing Director,1,Married," 6,567","? 6,567",5k-10k,1,No,14,3,16,2,2,15,11,5,11
RM1378,49,46-55,No,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,3,Research Director,4,Married," 19,161","? 19,161",15k+,3,No,15,3,28,3,3,5,4,4,3
RM1469,49,46-55,No,Travel_Frequently,Sales,3,Medical,4,Male,2,Sales Executive,2,Married," 5,390","? 5,390",5k-10k,2,No,14,3,17,3,2,9,6,0,8
RM202,49,46-55,No,Non-Travel,Research & Development,4,Life Sciences,4,Male,3,Manufacturing Director,4,Divorced," 6,804","? 6,804",5k-10k,1,Yes,15,3,7,0,3,7,7,1,7
RM291,49,46-55,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,3,Research Director,1,Single," 18,665","? 18,665",15k+,9,Yes,11,3,22,4,3,3,2,1,2
RM317,49,46-55,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,2,Healthcare Representative,3,Single," 13,964","? 13,964",10k-15k,7,Yes,12,3,25,2,3,7,1,0,7
RM376,49,46-55,No,Travel_Rarely,Research & Development,3,Other,2,Male,2,Healthcare Representative,3,Single," 10,965","? 10,965",10k-15k,8,No,24,4,26,2,3,5,2,0,0
RM474,49,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,Research Director,3,Divorced," 19,502","? 19,502",15k+,1,Yes,17,3,31,5,3,31,9,0,9
RM640,49,46-55,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,3,Research Scientist,1,Married," 3,580","? 3,580",Upto 5k,2,No,16,3,7,2,3,4,2,0,2
RM678,49,46-55,No,Travel_Rarely,Research & Development,2,Other,1,Female,3,Laboratory Technician,2,Married," 7,403","? 7,403",5k-10k,4,No,11,3,29,3,2,26,9,1,7
RM822,49,46-55,No,Travel_Rarely,Sales,4,Technical Degree,4,Male,2,Sales Executive,2,Married," 13,120","? 13,120",10k-15k,6,No,17,3,22,3,3,9,8,2,3
RM900,49,46-55,No,Travel_Rarely,Research & Development,2,Medical,1,Male,2,Manager,3,Married," 18,711","? 18,711",15k+,2,No,13,3,23,2,4,1,0,0,0
RM1007,49,46-55,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,2,Laboratory Technician,1,Single," 4,284","? 4,284",Upto 5k,3,No,20,4,20,2,3,4,3,1,3
RM608,49,46-55,Yes,Travel_Rarely,Sales,3,Marketing,3,Female,3,Sales Executive,4,Married," 7,654","? 7,654",5k-10k,1,No,18,3,9,3,4,9,8,7,7
RM1039,48,46-55,No,Travel_Rarely,Sales,3,Marketing,3,Male,3,Sales Executive,1,Divorced," 5,486","? 5,486",5k-10k,4,No,11,3,15,3,3,2,2,2,2
RM1104,48,46-55,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,Sales Executive,3,Divorced," 6,439","? 6,439",5k-10k,8,No,14,3,18,2,3,8,7,7,7
RM1115,48,46-55,No,Travel_Rarely,Research & Development,4,Other,3,Female,3,Research Scientist,1,Married," 2,367","? 2,367",Upto 5k,8,No,12,3,10,3,2,8,2,7,6
RM1167,48,46-55,No,Travel_Frequently,Research & Development,5,Medical,3,Male,2,Manager,4,Married," 15,202","? 15,202",15k+,2,No,25,4,23,3,3,2,2,2,2
RM1332,48,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,Research Director,2,Married," 19,665","? 19,665",15k+,4,No,12,3,29,3,3,22,10,12,9
RM1352,48,46-55,No,Travel_Frequently,Research & Development,3,Medical,4,Female,3,Manager,4,Divorced," 17,174","? 17,174",15k+,3,No,11,3,24,3,3,22,17,4,7
RM353,48,46-55,No,Travel_Rarely,Sales,1,Medical,1,Female,3,Manager,3,Married," 12,504","? 12,504",10k-15k,3,No,21,4,15,3,1,0,0,0,0
RM445,48,46-55,No,Travel_Rarely,Sales,5,Marketing,2,Female,3,Sales Executive,4,Married," 4,051","? 4,051",Upto 5k,2,No,14,3,14,2,3,9,7,6,7
RM493,48,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,2,Manager,1,Married," 15,402","? 15,402",15k+,7,No,11,3,21,3,1,3,2,0,2
RM521,48,46-55,No,Travel_Rarely,Sales,1,Marketing,2,Male,4,Sales Executive,2,Married," 8,120","? 8,120",5k-10k,3,No,12,3,12,3,3,2,2,2,2
RM679,48,46-55,No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,Research Scientist,3,Married," 2,259","? 2,259",Upto 5k,4,No,17,3,13,2,2,0,0,0,0
RM736,48,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,Healthcare Representative,3,Single," 4,240","? 4,240",Upto 5k,2,No,13,3,19,0,3,2,2,2,2
RM737,48,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,Healthcare Representative,3,Single," 10,999","? 10,999",10k-15k,7,No,14,3,27,3,3,15,11,4,8
RM805,48,46-55,No,Non-Travel,Research & Development,4,Medical,1,Male,4,Manager,4,Single," 16,885","? 16,885",15k+,2,No,22,4,27,3,2,5,4,2,1
RM902,48,46-55,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,4,Laboratory Technician,2,Single," 2,559","? 2,559",Upto 5k,5,No,11,3,7,4,2,1,0,0,0
RM905,48,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,Research Director,4,Single," 18,265","? 18,265",15k+,6,No,12,3,25,3,4,1,0,0,0
RM970,48,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,Manufacturing Director,4,Single," 7,898","? 7,898",5k-10k,1,No,11,3,11,2,3,10,9,0,8
RM051,48,46-55,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,2,Laboratory Technician,3,Single," 5,381","? 5,381",5k-10k,9,Yes,13,3,23,2,3,1,0,0,0
RM1205,48,46-55,Yes,Travel_Frequently,Sales,2,Medical,4,Female,3,Sales Representative,3,Married," 2,655","? 2,655",Upto 5k,2,Yes,11,3,19,3,3,9,7,7,7
RM1021,47,46-55,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Male,3,Research Scientist,4,Married," 3,420","? 3,420",Upto 5k,7,No,12,3,17,2,2,6,5,1,2
RM1025,47,46-55,No,Travel_Rarely,Research & Development,4,Medical,1,Female,3,Research Director,3,Married," 17,169","? 17,169",15k+,3,No,19,3,26,2,4,20,17,5,6
RM1068,47,46-55,No,Travel_Rarely,Sales,3,Medical,3,Female,3,Sales Executive,3,Married," 4,591","? 4,591",Upto 5k,3,Yes,17,3,11,4,2,5,4,1,2
RM1155,47,46-55,No,Travel_Rarely,Human Resources,4,Life Sciences,4,Female,3,Manager,3,Married," 19,658","? 19,658",15k+,3,No,11,3,27,2,3,5,2,1,0
RM1195,47,46-55,No,Travel_Rarely,Sales,4,Life Sciences,2,Female,4,Manager,2,Divorced," 15,972","? 15,972",15k+,6,No,14,3,29,2,3,3,2,1,2
RM1235,47,46-55,No,Non-Travel,Sales,4,Marketing,3,Male,3,Sales Executive,2,Married," 4,978","? 4,978",Upto 5k,7,No,11,3,4,3,1,1,0,0,0
RM1304,47,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,Manufacturing Director,2,Divorced," 10,333","? 10,333",10k-15k,8,Yes,12,3,28,4,3,22,11,14,10
RM1322,47,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,3,Laboratory Technician,3,Single," 2,105","? 2,105",Upto 5k,4,No,12,3,7,2,3,2,2,2,0
RM1371,47,46-55,No,Non-Travel,Research & Development,4,Technical Degree,3,Male,3,Research Scientist,2,Married," 5,467","? 5,467",5k-10k,8,No,18,3,16,4,4,8,7,1,7
RM1415,47,46-55,No,Travel_Rarely,Research & Development,3,Medical,1,Male,3,Healthcare Representative,3,Single," 8,633","? 8,633",5k-10k,2,No,23,4,25,3,3,17,14,12,11
RM1422,47,46-55,No,Non-Travel,Research & Development,1,Medical,3,Female,3,Research Director,2,Married," 11,957","? 11,957",10k-15k,0,No,18,3,14,3,1,13,8,5,12
RM330,47,46-55,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,Research Director,3,Married," 18,300","? 18,300",15k+,4,No,11,3,21,2,3,3,2,1,1
RM348,47,46-55,No,Travel_Frequently,Sales,1,Medical,2,Male,3,Sales Representative,3,Single," 2,976","? 2,976",Upto 5k,3,No,19,3,5,3,3,0,0,0,0
RM429,47,46-55,No,Travel_Rarely,Research & Development,2,Medical,1,Female,3,Manufacturing Director,4,Divorced," 5,070","? 5,070",5k-10k,5,No,13,3,20,2,3,5,0,0,4
RM533,47,46-55,No,Travel_Rarely,Sales,4,Marketing,4,Male,3,Sales Executive,1,Single," 4,960","? 4,960",Upto 5k,2,No,12,3,20,2,3,7,7,1,7
RM545,47,46-55,No,Travel_Frequently,Sales,3,Medical,4,Female,3,Sales Executive,3,Divorced," 13,770","? 13,770",10k-15k,9,Yes,12,3,28,2,2,22,2,11,13
RM593,47,46-55,No,Travel_Rarely,Research & Development,2,Other,3,Female,3,Manager,4,Married," 16,752","? 16,752",15k+,1,Yes,11,3,26,3,2,26,14,3,0
RM652,47,46-55,No,Travel_Rarely,Sales,2,Marketing,3,Female,3,Sales Executive,4,Married," 4,537","? 4,537",Upto 5k,0,Yes,22,4,8,2,3,7,6,7,7
RM666,47,46-55,No,Travel_Rarely,Sales,4,Life Sciences,4,Female,2,Sales Representative,4,Single," 3,294","? 3,294",Upto 5k,1,Yes,18,3,3,3,2,3,2,1,2
RM708,47,46-55,No,Travel_Frequently,Research & Development,4,Medical,3,Male,4,Manufacturing Director,3,Divorced," 5,067","? 5,067",5k-10k,1,Yes,19,3,20,3,4,19,10,2,7
RM720,47,46-55,No,Travel_Rarely,Sales,2,Life Sciences,4,Female,3,Sales Executive,4,Single," 4,163","? 4,163",Upto 5k,1,Yes,17,3,9,0,3,9,0,0,7
RM1224,47,46-55,Yes,Travel_Frequently,Sales,3,Life Sciences,3,Male,1,Sales Executive,3,Married," 12,936","? 12,936",10k-15k,7,No,11,3,25,3,1,23,5,14,10
RM272,47,46-55,Yes,Non-Travel,Research & Development,4,Life Sciences,1,Male,3,Manager,2,Married," 11,849","? 11,849",10k-15k,1,Yes,12,3,10,2,2,10,7,9,9
RM567,47,46-55,Yes,Travel_Frequently,Sales,2,Life Sciences,2,Female,4,Sales Executive,3,Single," 6,397","? 6,397",5k-10k,4,Yes,12,3,8,2,3,5,4,1,3
RM030,46,46-55,No,Travel_Rarely,Sales,4,Marketing,2,Female,3,Manager,1,Single," 18,947","? 18,947",15k+,3,No,12,3,22,2,2,2,2,2,
RM049,46,46-55,No,Travel_Frequently,Sales,4,Marketing,1,Male,3,Sales Executive,4,Single," 5,772","? 5,772",5k-10k,4,Yes,21,4,14,4,3,9,6,0,8
RM080,46,46-55,No,Travel_Rarely,Human Resources,2,Medical,2,Male,3,Human Resources,2,Divorced," 5,021","? 5,021",5k-10k,8,Yes,22,4,16,2,3,4,2,0,2
RM094,46,46-55,No,Travel_Frequently,Research & Development,3,Medical,3,Male,2,Healthcare Representative,1,Married," 10,673","? 10,673",10k-15k,2,Yes,13,3,21,5,2,10,9,9,5
RM1081,46,46-55,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,Manager,2,Married," 16,606","? 16,606",15k+,8,No,12,3,23,2,4,13,12,5,1
RM1136,46,46-55,No,Travel_Rarely,Sales,4,Life Sciences,4,Male,4,Manager,1,Single," 17,567","? 17,567",15k+,1,No,15,3,27,5,1,26,0,0,12
RM1232,46,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,Healthcare Representative,2,Single," 5,562","? 5,562",5k-10k,6,No,14,3,19,3,3,10,7,0,9
RM1236,46,46-55,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,Sales Executive,4,Divorced," 10,368","? 10,368",10k-15k,4,Yes,12,3,13,5,2,10,6,0,3
RM1278,46,46-55,No,Travel_Rarely,Research & Development,4,Medical,3,Male,3,Research Director,4,Divorced," 19,328","? 19,328",15k+,7,Yes,17,3,24,3,3,2,1,2,2
RM1286,46,46-55,No,Non-Travel,Sales,2,Life Sciences,2,Male,2,Sales Executive,2,Single," 7,991","? 7,991",5k-10k,8,No,15,3,6,3,3,2,2,2,2
RM1323,46,46-55,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,Manufacturing Director,4,Divorced," 8,578","? 8,578",5k-10k,3,No,14,3,12,4,2,9,8,4,7
RM1328,46,46-55,No,Travel_Rarely,Sales,3,Technical Degree,1,Female,4,Sales Executive,1,Divorced," 13,225","? 13,225",10k-15k,2,No,12,3,25,5,3,19,17,2,8
RM179,46,46-55,No,Travel_Rarely,Sales,2,Marketing,2,Female,3,Sales Executive,1,Divorced," 10,453","? 10,453",10k-15k,1,No,25,4,24,2,3,24,13,15,7
RM210,46,46-55,No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,Healthcare Representative,1,Divorced," 9,396","? 9,396",5k-10k,7,No,16,3,17,3,3,4,2,0,
RM264,46,46-55,No,Travel_Rarely,Sales,3,Technical Degree,3,Female,1,Manager,2,Married," 16,872","? 16,872",15k+,3,Yes,12,3,28,2,2,7,7,7,7
RM366,46,46-55,No,Non-Travel,Research & Development,4,Medical,3,Female,3,Manufacturing Director,3,Married," 5,258","? 5,258",5k-10k,2,No,14,3,7,2,4,1,0,0,0
RM413,46,46-55,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,Manufacturing Director,3,Divorced," 4,810","? 4,810",Upto 5k,2,No,14,3,19,5,2,10,7,0,8
RM430,46,46-55,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,Research Director,3,Married," 17,861","? 17,861",15k+,6,No,13,3,26,2,1,3,2,0,1
RM434,46,46-55,No,Travel_Rarely,Sales,3,Marketing,3,Female,2,Sales Executive,4,Married," 9,071","? 9,071",5k-10k,2,Yes,19,3,15,3,3,3,2,1,2
RM466,46,46-55,No,Travel_Frequently,Research & Development,1,Medical,1,Female,3,Healthcare Representative,3,Married," 10,527","? 10,527",10k-15k,5,No,11,3,28,3,2,2,2,1,2
RM724,46,46-55,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,Manufacturing Director,3,Divorced," 10,845","? 10,845",10k-15k,6,No,13,3,13,3,3,8,7,0,7
RM771,46,46-55,No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,Research Director,4,Divorced," 19,627","? 19,627",15k+,9,No,17,3,23,0,3,2,2,2,2
RM779,46,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,2,Research Scientist,1,Divorced," 4,615","? 4,615",Upto 5k,8,Yes,23,4,19,2,3,16,13,1,7
RM811,46,46-55,No,Travel_Rarely,Sales,1,Marketing,1,Male,3,Manager,3,Married," 17,465","? 17,465",15k+,3,No,12,3,23,3,3,12,9,4,9
RM862,46,46-55,No,Travel_Rarely,Sales,3,Marketing,3,Female,3,Manager,1,Married," 17,048","? 17,048",15k+,8,No,23,4,28,2,3,26,15,15,9
RM870,46,46-55,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,Research Director,2,Married," 19,081","? 19,081",15k+,5,No,11,3,25,2,3,4,2,0,3
RM878,46,46-55,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced," 7,379","? 7,379",5k-10k,2,No,11,3,12,3,2,6,3,1,4
RM917,46,46-55,No,Travel_Rarely,Sales,2,Marketing,4,Female,2,Manager,2,Married," 18,789","? 18,789",15k+,2,No,14,3,26,2,3,11,4,0,8
RM944,46,46-55,No,Travel_Rarely,Human Resources,2,Life Sciences,4,Female,3,Human Resources,1,Single," 3,423","? 3,423",Upto 5k,6,No,12,3,10,3,4,7,6,5,7
RM090,46,46-55,Yes,Travel_Rarely,Sales,2,Medical,3,Male,2,Sales Executive,4,Single," 9,619","? 9,619",5k-10k,1,No,16,3,9,3,3,9,8,4,7
RM1032,46,46-55,Yes,Travel_Rarely,Sales,3,Marketing,1,Male,3,Sales Executive,4,Divorced," 10,096","? 10,096",10k-15k,4,No,11,3,28,1,4,7,7,4,3
RM1299,46,46-55,Yes,Travel_Rarely,Research & Development,2,Medical,4,Female,3,Healthcare Representative,2,Married," 8,926","? 8,926",5k-10k,4,No,22,4,13,2,4,9,7,3,7
RM1334,46,46-55,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,Sales Executive,2,Married," 7,314","? 7,314",5k-10k,5,No,21,4,14,2,3,8,7,0,7
RM068,45,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,3,Research Scientist,1,Divorced," 9,724","? 9,724",5k-10k,2,No,17,3,25,2,3,1,0,0,0
RM078,45,36-45,No,Travel_Rarely,Research & Development,4,Other,4,Male,3,Research Director,1,Married," 13,245","? 13,245",10k-15k,4,Yes,14,3,17,3,4,0,0,0,
RM1035,45,36-45,No,Travel_Rarely,Research & Development,3,Medical,2,Male,1,Healthcare Representative,1,Divorced," 10,851","? 10,851",10k-15k,2,Yes,18,3,24,2,3,7,7,0,7
RM1038,45,36-45,No,Travel_Rarely,Research & Development,3,Technical Degree,2,Male,3,Manufacturing Director,4,Married," 9,380","? 9,380",5k-10k,4,Yes,18,3,10,4,4,3,1,1,2
RM1093,45,36-45,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,Research Scientist,4,Married," 2,132","? 2,132",Upto 5k,4,No,20,4,8,3,3,5,4,0,3
RM1100,45,36-45,No,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,Healthcare Representative,2,Divorced," 7,441","? 7,441",5k-10k,1,No,12,3,10,4,3,10,8,7,7
RM1143,45,36-45,No,Travel_Rarely,Research & Development,5,Medical,3,Female,1,Laboratory Technician,1,Single," 5,769","? 5,769",5k-10k,1,Yes,14,3,10,3,3,10,7,1,4
RM1144,45,36-45,No,Non-Travel,Sales,3,Marketing,1,Male,2,Sales Executive,1,Married," 4,385","? 4,385",Upto 5k,1,No,15,3,10,2,3,10,7,4,5
RM1161,45,36-45,No,Travel_Rarely,Research & Development,2,Other,4,Female,2,Manufacturing Director,4,Divorced," 5,770","? 5,770",5k-10k,1,No,19,3,10,3,3,10,7,3,9
RM1222,45,36-45,No,Non-Travel,Research & Development,1,Life Sciences,3,Male,2,Healthcare Representative,3,Married," 10,748","? 10,748",10k-15k,3,No,23,4,25,3,2,23,15,14,4
RM1226,45,36-45,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Female,2,Research Director,2,Single," 16,704","? 16,704",15k+,1,No,11,3,21,2,3,21,6,8,6
RM1244,45,36-45,No,Travel_Rarely,Human Resources,3,Life Sciences,3,Female,1,Human Resources,3,Married," 9,756","? 9,756",5k-10k,4,No,21,4,9,2,4,5,0,0,3
RM1315,45,36-45,No,Non-Travel,Sales,4,Life Sciences,3,Female,3,Sales Executive,3,Married," 5,154","? 5,154",5k-10k,4,No,22,4,10,3,4,8,7,5,7
RM1347,45,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,2,Manufacturing Director,4,Married," 5,906","? 5,906",5k-10k,0,No,13,3,10,2,2,9,8,3,8
RM1363,45,36-45,No,Travel_Frequently,Research & Development,4,Medical,2,Male,3,Healthcare Representative,3,Single," 5,399","? 5,399",5k-10k,4,No,12,3,12,3,3,4,2,0,3
RM142,45,36-45,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Research Scientist,4,Single," 3,452","? 3,452",Upto 5k,5,No,13,3,9,2,2,6,5,0,
